start:	Thu May 04 23:57:06 2017
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161018/1322.html	（请按照“学号+姓名+交流项目+交流时间”的格式命名邮件和附件，例：《121076433张三牛津大学2016年暑期》。）提交邮箱：stuex@nju.edu.cn
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161018/1322.html	（一）登录“交换生管理系统”（
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161018/1322.html	），点击“交换项目”开始申请，根据要求认真填写信息并提交。在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html	“问答在线”
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html	请在“问答在线”网页的检索框中输入你们问题中的一个关键词，点击“搜索”按钮检索相关相似问题的回答。
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html	4.若涉及“official nomination letter from home university”，则统一由国际处出具。
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html	“下载中心”下载表格填写）；该协议“监护人”一栏，须由父母或法定监护人亲笔签名，其他任何人员不得代签。
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html	中的“出国留学”菜单下的“留学须知”和“具体流程”，以及“问答在线”菜单下的内容。
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html	10.请依照国际处学生科网页“出国留学”菜单下的要求填写本科生/研究生因公出国（境）申请表”。申请表需在出国前提交至仙林校区扬州楼818室出入境科。
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html	（请按照“学号+姓名+交流项目+交流时间”的格式命名邮件和附件，例：《121076433张三牛津大学2016年暑期》。）提交邮箱：
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html	（一）登录“交换生管理系统”（
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html	），点击“交换项目”开始申请，根据要求认真填写信息并提交。在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/duanqixiangmu	【研究生项目】【美国项目】关于2017年暑期赴美国史蒂文斯理工学院&G-MEO美国暑期创新创业实训营项目的通知
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160928/1267.html	）并提交申请材料（具体要求详见附件）。网上报名时“申报项目名称”请选择“国外合作项目”，项目渠道请选择“与哥斯达黎加大学联合奖学金”，项目代码“620047”，“留学身份”请选择“本科插班生”，“受理单位名称”请选择相应的受理机构。请各校于2016年10月24日前将单位正式推荐公函及人选名单寄/送至国家留学基金委美大事务部，
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160928/1267.html	（一）登陆“交换生管理系统”（http://desktop.nju.edu.cn:8080/exchangesystem/index），点击“交换项目”开始申请，根据要求认真填写信息并提交，在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160913/1228.html	参加“全国外语水平考试”（
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160913/1228.html	2016年9月25日—9月30日登录国家公派留学信息管理系统进行网上报名（
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160913/1228.html	（一）登陆“交换生管理系统”（http://desktop.nju.edu.cn:8080/exchangesystem/index），点击“交换项目”开始申请，根据要求认真填写信息并提交，在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160902/1210.html	今年10月26日至28日将在马来西亚举行“第二届马六甲海上丝绸之路文化论坛”，我校将有著名学者参加该论坛。为了做好论坛的各项工作，现征集我校学生志愿者。
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160902/1210.html	请有意报名的同学下载并填写“人员信息表”，如下表所示：
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160902/1210.html	请将填写好的“人员信息表”于9月9日前发送至国际处学生科邮箱：stuex@nju.edu.cn
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160829/1209.html	（一）登陆“交换生管理系统”（
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160829/1209.html	），点击“交换项目”开始申请，根据要求认真填写信息并提交，在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160829/1208.html	（一）登陆“交换生管理系统”（
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160829/1208.html	），点击“交换项目”开始申请，根据要求认真填写信息并提交，在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160829/1207.html	（一）登陆“交换生管理系统”（
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160829/1207.html	），点击“交换项目”开始申请，根据要求认真填写信息并提交，在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160829/1206.html	（一）登陆“交换生管理系统”（
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160829/1206.html	），点击“交换项目”开始申请，根据要求认真填写信息并提交，在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160815/1192.html	参加“全国外语水平考试”（
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160815/1192.html	2016年9月25日—9月30日登录国家公派留学信息管理系统进行网上报名（
location4:not found index:http://stuex.nju.edu.cn/a/tebiexiangmu/20160815/1192.html	（一）登陆“交换生管理系统”（http://desktop.nju.edu.cn:8080/exchangesystem/index），点击“交换项目”开始申请，根据要求认真填写信息并提交，在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/geleihuodong/20151120/764.html	在为期一周的参访交流中，我校师生代表一行受到了东京大学师生的热情接待。项目日方负责人、著名汉学家、东京大学刈间文俊教授为我校师生做了题为“教养教育要旨”的精彩讲座。刈间老师以信息化时代背景为切入，揭示了教养教育的要旨，即以传授获取知识的方法为手段，培养具有独立研究能力和综合素养的国际化人才。刈间老师的理念得到了南京大学师生的深刻认同，大家表示一定要以本次交流为契机，立足我校三三制教改实际，砥砺自我，成为卓越南大人。
location4:not found index:http://stuex.nju.edu.cn/a/geleihuodong/20151120/764.html	游学期间，我校学子和东京大学学生组成共同研究学习组。以“正在失去而并未失去的文化符号”为主题，在日方安排下，参观了东京大学本乡校区及史料编纂所。并在每天参加精品课程之余，积极讨论并进行实地走访，走出校园，开展调查，收集第一手资料。在交流成果发表日，我校出访学生以流利的日语圆满完成了汇报任务，并表达了对两国教育交流的美好畅想，获得了日方的一致好评。通过充实有序的交流体验活动，我校师生不仅体验了东京大学的学习生活，而且开拓了研究视野，增进了两校和两国青年之间的友谊。
location4:not found index:http://stuex.nju.edu.cn/a/geleihuodong/20151120/764.html	据悉，此次访问是两校交流活动的重要组成部分。自2005年起，南京大学引进了东京大学教养学部“表象文化”课程，整合跨学科资源，引入一系列学术研究前沿问题。东京大学每年3月份派遣教授团赴我校开展集中讲义活动，并自2010年起，每年11月份邀请南大师生代表赴日参加一周交流体验项目。本次体验交流活动是今年3月份东京大学集中讲义课程的重要组成和延续，并在国际处的精心组织下取得了圆满成功。（王举梅 颜子文 李稼澍）
location4:not found index:http://stuex.nju.edu.cn/a/geleihuodong/20150811/583.html	联合国秘书长、南京大学名誉博士潘基文再次应邀来到南大，在南京大学—约翰斯•霍普金斯大学中美文化研究中心与中国青年代表对话，共同探讨全球共同发展以及青年在促进共同发展中发挥的作用。潘基文充分肯定了中国在实现青年发展中所作的贡献，也期望中国能继续为此而努力。潘基文与南大有着深厚的情谊，2010年10月31日，南京大学授予潘基文南大名誉博士学位。潘基文用端正漂亮的中文给南京大学师生留言——“获得南京大学名誉博士学位，我感到非常光荣。感谢南京大学对联合国的贡献，联合国是你们的伙伴”。 这段留言其实也是对60多年来南京大学与联合国种种缘分的高度概括。
location4:not found index:http://stuex.nju.edu.cn/a/geleishouxu/20160625/1172.html	根据《关于2016年度南京大学“徐新国际交流奖学金”的评选通知》精神，经学生个人申请、院系推荐、学校组织材料初审、面试及捐赠方审核等程序，拟推荐傅宁等6名应届毕业生、沈家宇等6名在读本科生（第一批次）获得“徐新国际交流奖学金”，现予以公示（名单附后）。
